callOption,strikePrice,putOption
"{u'high': 0.0, u'ltp': 1932.95, u'lowPriceRange': 655.25, u'growwContractId': u'NIFTY21NOV16350CE', u'open': 0.0, u'prevOpenInterest': 50, u'dayChange': 0.0, u'totalBuyQty': 5900.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1932.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16350 Call"", u'highPriceRange': 2379.9, u'openInterest': 50, u'totalSellQty': 6800.0, u'lastTradeQty': 50}",1635000,"{u'high': 4.0, u'ltp': 1.7, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16350PE', u'open': 2.45, u'prevOpenInterest': 950, u'dayChange': 0.0, u'totalBuyQty': 9900.0, u'volume': 4200, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.7, u'close': 1.7, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16350 Put"", u'highPriceRange': 22.75, u'openInterest': 3050, u'totalSellQty': 5650.0, u'lastTradeQty': 150}"
"{u'high': 1485.65, u'ltp': 1376.4, u'lowPriceRange': 572.55, u'growwContractId': u'NIFTY21NOV16400CE', u'open': 1485.65, u'prevOpenInterest': 7150, u'dayChange': 0.0, u'totalBuyQty': 6450.0, u'volume': 2450, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1300.0, u'close': 1376.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16400 Call"", u'highPriceRange': 2308.8, u'openInterest': 7300, u'totalSellQty': 6400.0, u'lastTradeQty': 50}",1640000,"{u'high': 3.75, u'ltp': 1.7, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16400PE', u'open': 2.05, u'prevOpenInterest': 159450, u'dayChange': 0.0, u'totalBuyQty': 41050.0, u'volume': 270500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.3, u'close': 1.7, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16400 Put"", u'highPriceRange': 16.05, u'openInterest': 185650, u'totalSellQty': 5650.0, u'lastTradeQty': 100}"
"{u'high': 0.0, u'ltp': 1510.35, u'lowPriceRange': 558.9, u'growwContractId': u'NIFTY21NOV16450CE', u'open': 0.0, u'prevOpenInterest': 150, u'dayChange': 0.0, u'totalBuyQty': 4600.0, u'volume': 0, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.0, u'close': 1510.35, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16450 Call"", u'highPriceRange': 2278.85, u'openInterest': 150, u'totalSellQty': 6450.0, u'lastTradeQty': 50}",1645000,"{u'high': 4.0, u'ltp': 1.9, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16450PE', u'open': 3.0, u'prevOpenInterest': 3350, u'dayChange': 0.0, u'totalBuyQty': 4650.0, u'volume': 7200, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.85, u'close': 1.9, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16450 Put"", u'highPriceRange': 20.1, u'openInterest': 4100, u'totalSellQty': 5600.0, u'lastTradeQty': 50}"
"{u'high': 1442.0, u'ltp': 1304.85, u'lowPriceRange': 521.15, u'growwContractId': u'NIFTY21NOV16500CE', u'open': 1442.0, u'prevOpenInterest': 188950, u'dayChange': 0.0, u'totalBuyQty': 15650.0, u'volume': 40850, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1197.95, u'close': 1304.85, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16500 Call"", u'highPriceRange': 2228.45, u'openInterest': 177500, u'totalSellQty': 14550.0, u'lastTradeQty': 50}",1650000,"{u'high': 3.45, u'ltp': 1.95, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16500PE', u'open': 2.55, u'prevOpenInterest': 830400, u'dayChange': 0.0, u'totalBuyQty': 255150.0, u'volume': 2208950, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.75, u'close': 1.95, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16500 Put"", u'highPriceRange': 18.55, u'openInterest': 1374200, u'totalSellQty': 49700.0, u'lastTradeQty': 100}"
"{u'high': 1340.6, u'ltp': 1247.75, u'lowPriceRange': 464.1, u'growwContractId': u'NIFTY21NOV16550CE', u'open': 1340.6, u'prevOpenInterest': 200, u'dayChange': 0.0, u'totalBuyQty': 6500.0, u'volume': 300, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1225.0, u'close': 1247.75, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16550 Call"", u'highPriceRange': 2177.15, u'openInterest': 350, u'totalSellQty': 6400.0, u'lastTradeQty': 50}",1655000,"{u'high': 4.75, u'ltp': 2.2, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16550PE', u'open': 1.45, u'prevOpenInterest': 5150, u'dayChange': 0.0, u'totalBuyQty': 8850.0, u'volume': 33000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 0.95, u'close': 2.2, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16550 Put"", u'highPriceRange': 25.9, u'openInterest': 11100, u'totalSellQty': 6350.0, u'lastTradeQty': 100}"
"{u'high': 1339.3, u'ltp': 1199.25, u'lowPriceRange': 427.25, u'growwContractId': u'NIFTY21NOV16600CE', u'open': 1339.3, u'prevOpenInterest': 13350, u'dayChange': 0.0, u'totalBuyQty': 12150.0, u'volume': 750, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1127.0, u'close': 1199.25, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16600 Call"", u'highPriceRange': 2126.0, u'openInterest': 13200, u'totalSellQty': 12450.0, u'lastTradeQty': 50}",1660000,"{u'high': 4.65, u'ltp': 2.25, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16600PE', u'open': 4.65, u'prevOpenInterest': 112950, u'dayChange': 0.0, u'totalBuyQty': 77200.0, u'volume': 759000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.9, u'close': 2.25, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16600 Put"", u'highPriceRange': 22.95, u'openInterest': 249900, u'totalSellQty': 12300.0, u'lastTradeQty': 100}"
"{u'high': 1242.55, u'ltp': 1146.6, u'lowPriceRange': 372.3, u'growwContractId': u'NIFTY21NOV16650CE', u'open': 1242.55, u'prevOpenInterest': 250, u'dayChange': 0.0, u'totalBuyQty': 6450.0, u'volume': 500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1097.85, u'close': 1146.6, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16650 Call"", u'highPriceRange': 2074.55, u'openInterest': 550, u'totalSellQty': 6400.0, u'lastTradeQty': 50}",1665000,"{u'high': 7.0, u'ltp': 2.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16650PE', u'open': 1.9, u'prevOpenInterest': 5250, u'dayChange': 0.0, u'totalBuyQty': 14650.0, u'volume': 56950, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.55, u'close': 2.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16650 Put"", u'highPriceRange': 24.1, u'openInterest': 10150, u'totalSellQty': 6450.0, u'lastTradeQty': 200}"
"{u'high': 1205.9, u'ltp': 1086.35, u'lowPriceRange': 341.6, u'growwContractId': u'NIFTY21NOV16700CE', u'open': 1205.9, u'prevOpenInterest': 10000, u'dayChange': 0.0, u'totalBuyQty': 13800.0, u'volume': 1400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1013.05, u'close': 1086.35, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16700 Call"", u'highPriceRange': 2025.6, u'openInterest': 10050, u'totalSellQty': 12100.0, u'lastTradeQty': 50}",1670000,"{u'high': 5.15, u'ltp': 2.75, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16700PE', u'open': 2.6, u'prevOpenInterest': 144750, u'dayChange': 0.0, u'totalBuyQty': 73500.0, u'volume': 1319500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.1, u'close': 2.75, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16700 Put"", u'highPriceRange': 26.35, u'openInterest': 439000, u'totalSellQty': 10050.0, u'lastTradeQty': 300}"
"{u'high': 1075.0, u'ltp': 1040.6, u'lowPriceRange': 272.5, u'growwContractId': u'NIFTY21NOV16750CE', u'open': 1036.45, u'prevOpenInterest': 1300, u'dayChange': 0.0, u'totalBuyQty': 8350.0, u'volume': 500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 983.75, u'close': 1040.6, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16750 Call"", u'highPriceRange': 1968.65, u'openInterest': 1600, u'totalSellQty': 9400.0, u'lastTradeQty': 50}",1675000,"{u'high': 6.15, u'ltp': 3.1, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16750PE', u'open': 3.65, u'prevOpenInterest': 7250, u'dayChange': 0.0, u'totalBuyQty': 14450.0, u'volume': 115550, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.65, u'close': 3.1, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16750 Put"", u'highPriceRange': 29.7, u'openInterest': 24200, u'totalSellQty': 5850.0, u'lastTradeQty': 50}"
"{u'high': 1015.0, u'ltp': 985.0, u'lowPriceRange': 219.45, u'growwContractId': u'NIFTY21NOV16800CE', u'open': 978.75, u'prevOpenInterest': 11900, u'dayChange': 0.0, u'totalBuyQty': 12300.0, u'volume': 2200, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 914.05, u'close': 985.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16800 Call"", u'highPriceRange': 1912.25, u'openInterest': 12700, u'totalSellQty': 14150.0, u'lastTradeQty': 50}",1680000,"{u'high': 6.55, u'ltp': 3.35, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16800PE', u'open': 4.35, u'prevOpenInterest': 324350, u'dayChange': 0.0, u'totalBuyQty': 61400.0, u'volume': 2164050, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.35, u'close': 3.35, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16800 Put"", u'highPriceRange': 35.9, u'openInterest': 843050, u'totalSellQty': 41550.0, u'lastTradeQty': 300}"
"{u'high': 1041.75, u'ltp': 976.0, u'lowPriceRange': 168.55, u'growwContractId': u'NIFTY21NOV16850CE', u'open': 1041.75, u'prevOpenInterest': 1000, u'dayChange': 0.0, u'totalBuyQty': 6750.0, u'volume': 500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 864.8, u'close': 976.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16850 Call"", u'highPriceRange': 1849.9, u'openInterest': 1400, u'totalSellQty': 6700.0, u'lastTradeQty': 50}",1685000,"{u'high': 7.6, u'ltp': 3.8, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16850PE', u'open': 3.3, u'prevOpenInterest': 37750, u'dayChange': 0.0, u'totalBuyQty': 30450.0, u'volume': 263500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 1.85, u'close': 3.8, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16850 Put"", u'highPriceRange': 43.75, u'openInterest': 55750, u'totalSellQty': 9000.0, u'lastTradeQty': 50}"
"{u'high': 970.0, u'ltp': 884.45, u'lowPriceRange': 139.65, u'growwContractId': u'NIFTY21NOV16900CE', u'open': 965.05, u'prevOpenInterest': 18750, u'dayChange': 0.0, u'totalBuyQty': 12350.0, u'volume': 4900, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 825.0, u'close': 884.45, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16900 Call"", u'highPriceRange': 1807.1, u'openInterest': 17300, u'totalSellQty': 13350.0, u'lastTradeQty': 50}",1690000,"{u'high': 8.4, u'ltp': 4.3, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16900PE', u'open': 3.8, u'prevOpenInterest': 592400, u'dayChange': 0.0, u'totalBuyQty': 55000.0, u'volume': 2426250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 2.75, u'close': 4.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16900 Put"", u'highPriceRange': 52.45, u'openInterest': 1026850, u'totalSellQty': 28250.0, u'lastTradeQty': 50}"
"{u'high': 941.85, u'ltp': 843.25, u'lowPriceRange': 105.35, u'growwContractId': u'NIFTY21NOV16950CE', u'open': 941.85, u'prevOpenInterest': 800, u'dayChange': 0.0, u'totalBuyQty': 6500.0, u'volume': 400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 808.7, u'close': 843.25, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16950 Call"", u'highPriceRange': 1757.35, u'openInterest': 1050, u'totalSellQty': 6550.0, u'lastTradeQty': 50}",1695000,"{u'high': 9.35, u'ltp': 4.7, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV16950PE', u'open': 3.85, u'prevOpenInterest': 19000, u'dayChange': 0.0, u'totalBuyQty': 34800.0, u'volume': 356700, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 3.15, u'close': 4.7, u'contractDisplayName': u""NIFTY 25 Nov '21 - 16950 Put"", u'highPriceRange': 62.4, u'openInterest': 80100, u'totalSellQty': 9050.0, u'lastTradeQty': 50}"
"{u'high': 935.0, u'ltp': 799.4, u'lowPriceRange': 61.65, u'growwContractId': u'NIFTY21NOV17000CE', u'open': 918.75, u'prevOpenInterest': 261200, u'dayChange': 0.0, u'totalBuyQty': 14400.0, u'volume': 120100, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 710.0, u'close': 799.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17000 Call"", u'highPriceRange': 1695.45, u'openInterest': 251200, u'totalSellQty': 18750.0, u'lastTradeQty': 50}",1700000,"{u'high': 10.75, u'ltp': 5.3, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17000PE', u'open': 6.15, u'prevOpenInterest': 1683950, u'dayChange': 0.0, u'totalBuyQty': 133500.0, u'volume': 5932150, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 3.8, u'close': 5.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17000 Put"", u'highPriceRange': 73.9, u'openInterest': 2801150, u'totalSellQty': 88450.0, u'lastTradeQty': 100}"
"{u'high': 750.2, u'ltp': 744.05, u'lowPriceRange': 52.3, u'growwContractId': u'NIFTY21NOV17050CE', u'open': 742.75, u'prevOpenInterest': 1950, u'dayChange': 0.0, u'totalBuyQty': 11250.0, u'volume': 200, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 736.85, u'close': 744.05, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17050 Call"", u'highPriceRange': 1647.2, u'openInterest': 2050, u'totalSellQty': 11350.0, u'lastTradeQty': 50}",1705000,"{u'high': 12.2, u'ltp': 5.6, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17050PE', u'open': 5.15, u'prevOpenInterest': 30050, u'dayChange': 0.0, u'totalBuyQty': 47850.0, u'volume': 608950, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 3.95, u'close': 5.6, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17050 Put"", u'highPriceRange': 87.45, u'openInterest': 125550, u'totalSellQty': 12700.0, u'lastTradeQty': 50}"
"{u'high': 769.0, u'ltp': 721.45, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17100CE', u'open': 769.0, u'prevOpenInterest': 27300, u'dayChange': 0.0, u'totalBuyQty': 17100.0, u'volume': 3050, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 617.25, u'close': 721.45, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17100 Call"", u'highPriceRange': 1571.0, u'openInterest': 27550, u'totalSellQty': 18250.0, u'lastTradeQty': 50}",1710000,"{u'high': 14.4, u'ltp': 6.45, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17100PE', u'open': 7.1, u'prevOpenInterest': 432400, u'dayChange': 0.0, u'totalBuyQty': 72400.0, u'volume': 2284150, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 4.6, u'close': 6.45, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17100 Put"", u'highPriceRange': 102.4, u'openInterest': 746150, u'totalSellQty': 67350.0, u'lastTradeQty': 50}"
"{u'high': 707.65, u'ltp': 668.4, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17150CE', u'open': 575.1, u'prevOpenInterest': 3350, u'dayChange': 0.0, u'totalBuyQty': 17550.0, u'volume': 2350, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 575.1, u'close': 668.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17150 Call"", u'highPriceRange': 1502.4, u'openInterest': 4300, u'totalSellQty': 15800.0, u'lastTradeQty': 50}",1715000,"{u'high': 17.4, u'ltp': 7.35, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17150PE', u'open': 8.4, u'prevOpenInterest': 48000, u'dayChange': 0.0, u'totalBuyQty': 54250.0, u'volume': 699000, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 5.15, u'close': 7.35, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17150 Put"", u'highPriceRange': 118.95, u'openInterest': 106000, u'totalSellQty': 17350.0, u'lastTradeQty': 50}"
"{u'high': 689.0, u'ltp': 599.75, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17200CE', u'open': 682.9, u'prevOpenInterest': 26600, u'dayChange': 0.0, u'totalBuyQty': 16100.0, u'volume': 14400, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 525.0, u'close': 599.75, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17200 Call"", u'highPriceRange': 1449.55, u'openInterest': 29650, u'totalSellQty': 17200.0, u'lastTradeQty': 50}",1720000,"{u'high': 20.8, u'ltp': 8.4, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17200PE', u'open': 11.0, u'prevOpenInterest': 809750, u'dayChange': 0.0, u'totalBuyQty': 84150.0, u'volume': 4120050, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 6.0, u'close': 8.4, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17200 Put"", u'highPriceRange': 138.0, u'openInterest': 1425200, u'totalSellQty': 79100.0, u'lastTradeQty': 50}"
"{u'high': 611.45, u'ltp': 562.3, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17250CE', u'open': 542.0, u'prevOpenInterest': 2350, u'dayChange': 0.0, u'totalBuyQty': 18250.0, u'volume': 2500, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 478.05, u'close': 562.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17250 Call"", u'highPriceRange': 1419.2, u'openInterest': 2950, u'totalSellQty': 15700.0, u'lastTradeQty': 50}",1725000,"{u'high': 25.15, u'ltp': 10.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17250PE', u'open': 11.25, u'prevOpenInterest': 82100, u'dayChange': 0.0, u'totalBuyQty': 67900.0, u'volume': 1045250, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 6.5, u'close': 10.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17250 Put"", u'highPriceRange': 158.55, u'openInterest': 209750, u'totalSellQty': 17300.0, u'lastTradeQty': 50}"
"{u'high': 637.75, u'ltp': 509.75, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17300CE', u'open': 632.0, u'prevOpenInterest': 33250, u'dayChange': 0.0, u'totalBuyQty': 18550.0, u'volume': 86900, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 429.3, u'close': 509.75, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17300 Call"", u'highPriceRange': 1335.95, u'openInterest': 58750, u'totalSellQty': 18500.0, u'lastTradeQty': 50}",1730000,"{u'high': 31.5, u'ltp': 12.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17300PE', u'open': 19.35, u'prevOpenInterest': 1303650, u'dayChange': 0.0, u'totalBuyQty': 96950.0, u'volume': 6637050, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 7.85, u'close': 12.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17300 Put"", u'highPriceRange': 181.5, u'openInterest': 2414600, u'totalSellQty': 37000.0, u'lastTradeQty': 50}"
"{u'high': 545.15, u'ltp': 484.5, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17350CE', u'open': 545.15, u'prevOpenInterest': 3700, u'dayChange': 0.0, u'totalBuyQty': 14150.0, u'volume': 8950, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 387.65, u'close': 484.5, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17350 Call"", u'highPriceRange': 1259.2, u'openInterest': 7900, u'totalSellQty': 15000.0, u'lastTradeQty': 50}",1735000,"{u'high': 37.75, u'ltp': 14.55, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17350PE', u'open': 18.0, u'prevOpenInterest': 116650, u'dayChange': 0.0, u'totalBuyQty': 79000.0, u'volume': 1780200, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 9.7, u'close': 14.55, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17350 Put"", u'highPriceRange': 206.95, u'openInterest': 500150, u'totalSellQty': 19000.0, u'lastTradeQty': 50}"
"{u'high': 552.55, u'ltp': 420.2, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17400CE', u'open': 540.75, u'prevOpenInterest': 53000, u'dayChange': 0.0, u'totalBuyQty': 86800.0, u'volume': 226600, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 342.1, u'close': 420.2, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17400 Call"", u'highPriceRange': 1211.65, u'openInterest': 98300, u'totalSellQty': 16550.0, u'lastTradeQty': 150}",1740000,"{u'high': 47.0, u'ltp': 19.55, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17400PE', u'open': 20.05, u'prevOpenInterest': 2354300, u'dayChange': 0.0, u'totalBuyQty': 133100.0, u'volume': 8931900, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 12.65, u'close': 19.55, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17400 Put"", u'highPriceRange': 234.75, u'openInterest': 2924450, u'totalSellQty': 34650.0, u'lastTradeQty': 150}"
"{u'high': 454.9, u'ltp': 367.3, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17450CE', u'open': 454.9, u'prevOpenInterest': 4500, u'dayChange': 0.0, u'totalBuyQty': 17650.0, u'volume': 17800, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 306.95, u'close': 367.3, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17450 Call"", u'highPriceRange': 1142.45, u'openInterest': 8200, u'totalSellQty': 13000.0, u'lastTradeQty': 50}",1745000,"{u'high': 57.15, u'ltp': 24.85, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17450PE', u'open': 30.0, u'prevOpenInterest': 110800, u'dayChange': 0.0, u'totalBuyQty': 60500.0, u'volume': 3182200, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 16.2, u'close': 24.85, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17450 Put"", u'highPriceRange': 265.3, u'openInterest': 426850, u'totalSellQty': 24400.0, u'lastTradeQty': 50}"
"{u'high': 469.2, u'ltp': 328.0, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17500CE', u'open': 419.95, u'prevOpenInterest': 418300, u'dayChange': 0.0, u'totalBuyQty': 32250.0, u'volume': 1235800, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 266.65, u'close': 328.0, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17500 Call"", u'highPriceRange': 1075.0, u'openInterest': 590000, u'totalSellQty': 40600.0, u'lastTradeQty': 50}",1750000,"{u'high': 70.4, u'ltp': 32.55, u'lowPriceRange': 0.05, u'growwContractId': u'NIFTY21NOV17500PE', u'open': 31.25, u'prevOpenInterest': 2503100, u'dayChange': 0.0, u'totalBuyQty': 284200.0, u'volume': 15302350, u'lastTradeTime': 1637209799, u'dayChangePerc': 0.0, u'low': 21.25, u'close': 32.55, u'contractDisplayName': u""NIFTY 25 Nov '21 - 17500 Put"", u'highPriceRange': 298.5, u'openInterest': 3101250, u'totalSellQty': 162300.0, u'lastTradeQty': 50}"
